Entity,Code,Year,"Share (top 10%, before tax)"
North America and Oceania (WID),,2003,41.56
North America and Oceania (WID),,2004,42.49
North America and Oceania (WID),,2005,43.54
North America and Oceania (WID),,2006,44.04
North America and Oceania (WID),,2007,43.81
North America and Oceania (WID),,2008,43.31
North America and Oceania (WID),,2009,42.24
North America and Oceania (WID),,2010,43.57
North America and Oceania (WID),,2011,44.03
North America and Oceania (WID),,2012,45.19
North America and Oceania (WID),,2013,44.55
North America and Oceania (WID),,2014,45.15
North America and Oceania (WID),,2015,45.04
North America and Oceania (WID),,2016,44.92
North America and Oceania (WID),,2017,45.06
North America and Oceania (WID),,2018,45.26
North America and Oceania (WID),,2019,45.25
North America and Oceania (WID),,2020,44.26
North America and Oceania (WID),,2021,45.68
North America and Oceania (WID),,2022,46.37
North America and Oceania (WID),,2023,46.32
North Korea,PRK,2022,42.8
North Korea,PRK,2023,42.88
North Macedonia,MKD,1980,32.47
North Macedonia,MKD,1981,32.47
North Macedonia,MKD,1982,32.47
North Macedonia,MKD,1983,32.47
North Macedonia,MKD,1984,32.51
North Macedonia,MKD,1985,32.44
North Macedonia,MKD,1986,32.42
North Macedonia,MKD,1987,32.7
North Macedonia,MKD,1988,32.56
North Macedonia,MKD,1989,32.68
North Macedonia,MKD,1996,33.85
North Macedonia,MKD,1997,34.27
North Macedonia,MKD,1998,34.09
North Macedonia,MKD,1999,33.54
North Macedonia,MKD,2000,33.49
North Macedonia,MKD,2001,33.47
North Macedonia,MKD,2011,33.37
North Macedonia,MKD,2012,33.06
North Macedonia,MKD,2013,32.46
North Macedonia,MKD,2014,32.46
North Macedonia,MKD,2015,31.89
North Macedonia,MKD,2016,31.39
North Macedonia,MKD,2017,31.32
North Macedonia,MKD,2022,29.32
North Macedonia,MKD,2023,29.34
Norway,NOR,1980,26.79
Norway,NOR,1981,26.12
Norway,NOR,1982,25.99
Norway,NOR,1983,25.64
Norway,NOR,1984,26.13
Norway,NOR,1985,27.06
Norway,NOR,1986,23.41
Norway,NOR,1987,22.99
Norway,NOR,1988,22.04
Norway,NOR,1989,22.38
Norway,NOR,1990,22.72
Norway,NOR,1991,23.09
Norway,NOR,1992,23.95
Norway,NOR,1993,25.66
Norway,NOR,1994,27.2
Norway,NOR,1995,26.67
Norway,NOR,1996,28.7
Norway,NOR,1997,29.74
Norway,NOR,1998,27.74
Norway,NOR,1999,29.07
Norway,NOR,2000,32.44
Norway,NOR,2001,29.57
Norway,NOR,2002,31.11
Norway,NOR,2003,31.43
Norway,NOR,2004,32.07
Norway,NOR,2005,33.97
Norway,NOR,2006,33.66
Norway,NOR,2007,33.41
Norway,NOR,2008,34.04
Norway,NOR,2009,30.3
Norway,NOR,2010,32.46
Norway,NOR,2011,32.47
Norway,NOR,2012,33.17
Norway,NOR,2013,32.64
Norway,NOR,2014,32.2
Norway,NOR,2015,30.49
Norway,NOR,2016,30.83
Norway,NOR,2017,30.99
Norway,NOR,2022,31.45
Norway,NOR,2023,31.1
Oceania (WID),,1820,44.29
Oceania (WID),,1850,45.03
Oceania (WID),,1880,44.47
Oceania (WID),,1900,49.24
Oceania (WID),,1910,49.37
Oceania (WID),,1920,37.26
Oceania (WID),,1930,35.41
Oceania (WID),,1940,34.28
Oceania (WID),,1950,35.29
Oceania (WID),,1960,29.74
Oceania (WID),,1970,27.87
Oceania (WID),,1980,28.02
Oceania (WID),,1981,28.03
Oceania (WID),,1982,28.45
Oceania (WID),,1983,28.63
Oceania (WID),,1984,28.78
Oceania (WID),,1985,28.64
Oceania (WID),,1986,29.32
Oceania (WID),,1987,30.74
Oceania (WID),,1988,32.25
Oceania (WID),,1989,31.16
Oceania (WID),,1990,30.54
Oceania (WID),,1991,32.96
Oceania (WID),,1992,32.81
Oceania (WID),,1993,33.64
Oceania (WID),,1994,33.97
Oceania (WID),,1995,34.49
Oceania (WID),,1996,34.44
Oceania (WID),,1997,34.76
Oceania (WID),,1998,35.19
Oceania (WID),,1999,36.12
Oceania (WID),,2000,36.15
Oceania (WID),,2001,36.1
Oceania (WID),,2002,36.76
Oceania (WID),,2003,36.82
Oceania (WID),,2004,39.13
Oceania (WID),,2005,39.47
Oceania (WID),,2006,38.09
Oceania (WID),,2007,38.45
Oceania (WID),,2008,39.28
Oceania (WID),,2009,40.25
Oceania (WID),,2010,41.23
Oceania (WID),,2011,40.59
Oceania (WID),,2012,39.49
Oceania (WID),,2013,39.91
Oceania (WID),,2014,39.4
Oceania (WID),,2015,39.21
Oceania (WID),,2016,38.37
Oceania (WID),,2017,39.12
Oceania (WID),,2018,38.65
Oceania (WID),,2019,38.05
Oceania (WID),,2020,38.3
Oceania (WID),,2021,38.4
Oceania (WID),,2022,38.7
Oceania (WID),,2023,38.15
Oman,OMN,2010,55.92
Oman,OMN,2022,55.93
Oman,OMN,2023,55.92
Pakistan,PAK,1987,43.65
Pakistan,PAK,1990,42.72
Pakistan,PAK,1996,41.46
Pakistan,PAK,1998,45.22
Pakistan,PAK,2001,43.22
Pakistan,PAK,2004,47.31
Pakistan,PAK,2005,46.09
Pakistan,PAK,2007,43.79
Pakistan,PAK,2010,43.07
Pakistan,PAK,2011,42.97
Pakistan,PAK,2013,41.38
Pakistan,PAK,2015,44.04
Pakistan,PAK,2018,42.4
Pakistan,PAK,2022,43
Pakistan,PAK,2023,43.89
Palau,PLW,1980,35.17
Palau,PLW,1981,35.26
Palau,PLW,1982,35.35
Palau,PLW,1983,35.45
Palau,PLW,1984,35.54
Palau,PLW,1985,35.64
Palau,PLW,1986,35.74
Palau,PLW,1987,35.84
Palau,PLW,1988,35.95
Palau,PLW,1989,36.05
Palau,PLW,1990,36.16
Palau,PLW,1991,36.47
Palau,PLW,1992,36.78
Palau,PLW,1993,37.07
Palau,PLW,1994,37.35
Palau,PLW,1995,37.63
Palau,PLW,1996,37.89
Palau,PLW,1997,38.15
Palau,PLW,1998,38.4
Palau,PLW,1999,38.64
Palau,PLW,2000,38.88
Palau,PLW,2001,39.76
Palau,PLW,2002,40.61
Palau,PLW,2003,41.45
Palau,PLW,2004,42.27
Palau,PLW,2005,43.07
Palau,PLW,2006,43.85
Palau,PLW,2007,44.62
Palau,PLW,2008,45.36
Palau,PLW,2009,46.09
Palau,PLW,2010,46.81
Palau,PLW,2011,47.01
Palau,PLW,2012,47.19
Palau,PLW,2013,47.37
Palau,PLW,2014,47.54
Palau,PLW,2015,47.7
Palau,PLW,2016,47.86
Palau,PLW,2017,48
Palau,PLW,2018,48.15
Palau,PLW,2019,48.28
Palau,PLW,2020,48.41
Palau,PLW,2021,48.41
Palau,PLW,2022,48.41
Palau,PLW,2023,48.41
Palestine,PSE,1997,52.23
Palestine,PSE,2005,54.86
Palestine,PSE,2006,54.99
Palestine,PSE,2007,56.96
Palestine,PSE,2008,55.59
Palestine,PSE,2009,54.22
Palestine,PSE,2010,56.39
Palestine,PSE,2016,50.87
Palestine,PSE,2022,50.76
Palestine,PSE,2023,50.75
Panama,PAN,2022,51.81
Panama,PAN,2023,51.81
Papua New Guinea,PNG,1996,49.8
Papua New Guinea,PNG,2009,45.76
Papua New Guinea,PNG,2022,45.85
Papua New Guinea,PNG,2023,45.84
Paraguay,PRY,2022,51.81
Paraguay,PRY,2023,51.81
Peru,PER,2001,63.19
Peru,PER,2002,62.68
Peru,PER,2003,66.95
Peru,PER,2004,60.2
Peru,PER,2005,58.81
Peru,PER,2006,60.47
Peru,PER,2007,60.58
Peru,PER,2008,58.29
Peru,PER,2009,56.84
Peru,PER,2010,56.93
Peru,PER,2011,56.64
Peru,PER,2012,55.99
Peru,PER,2013,56.45
Peru,PER,2014,55.31
Peru,PER,2015,56.99
Peru,PER,2016,57.26
Peru,PER,2017,60.78
Peru,PER,2018,58.66
Peru,PER,2019,55.43
Peru,PER,2022,57.95
Peru,PER,2023,57.95
Philippines,PHL,1985,49.08
Philippines,PHL,1988,48.46
Philippines,PHL,1991,51.66
Philippines,PHL,1994,49.74
Philippines,PHL,1997,54.63
Philippines,PHL,2000,51.89
Philippines,PHL,2003,49.13
Philippines,PHL,2006,48.65
Philippines,PHL,2009,48.27
Philippines,PHL,2012,48.39
Philippines,PHL,2015,46.51
Philippines,PHL,2018,45.64
Philippines,PHL,2022,44.78
Philippines,PHL,2023,45.12
Poland,POL,1980,21.86
Poland,POL,1981,21.86
Poland,POL,1982,21.86
Poland,POL,1983,21.86
Poland,POL,1984,22.51
Poland,POL,1985,22.11
Poland,POL,1986,22.21
Poland,POL,1987,21.79
Poland,POL,1988,21.49
Poland,POL,1989,22.46
Poland,POL,1990,23.88
Poland,POL,1991,25.44
Poland,POL,1992,25.99
Poland,POL,1993,26.71
Poland,POL,1994,28.75
Poland,POL,1995,31.56
Poland,POL,1996,30.84
Poland,POL,1997,30.74
Poland,POL,1998,32.06
Poland,POL,1999,31.63
Poland,POL,2000,33.32
Poland,POL,2001,33.35
Poland,POL,2002,34.39
Poland,POL,2003,35.28
Poland,POL,2004,36.73
Poland,POL,2005,37.05
Poland,POL,2006,38.68
Poland,POL,2007,38.17
Poland,POL,2008,38.38
Poland,POL,2009,36.96
Poland,POL,2010,36.8
Poland,POL,2011,36.7
Poland,POL,2012,36.65
Poland,POL,2013,36.44
Poland,POL,2014,37.09
Poland,POL,2015,37.45
Poland,POL,2016,37.04
Poland,POL,2017,36.68
Poland,POL,2018,38.42
Poland,POL,2022,39.11
Poland,POL,2023,38.42
Portugal,PRT,1980,29.33
Portugal,PRT,1981,28.42
Portugal,PRT,1982,31.46
Portugal,PRT,1983,32.39
Portugal,PRT,1984,33.01
Portugal,PRT,1985,33.52
Portugal,PRT,1986,33.97
Portugal,PRT,1987,34.44
Portugal,PRT,1988,34.91
Portugal,PRT,1989,35.39
Portugal,PRT,1990,32.91
Portugal,PRT,1991,34.04
Portugal,PRT,1992,34.69
Portugal,PRT,1993,36.05
Portugal,PRT,1994,36.34
Portugal,PRT,1995,36.69
Portugal,PRT,1996,36.21
Portugal,PRT,1997,37.04
Portugal,PRT,1998,36.88
Portugal,PRT,1999,37.68
Portugal,PRT,2000,37.46
Portugal,PRT,2001,39.34
Portugal,PRT,2002,38.1
Portugal,PRT,2003,37.53
Portugal,PRT,2004,39.42
Portugal,PRT,2005,38.83
Portugal,PRT,2006,39.62
Portugal,PRT,2007,39.54
Portugal,PRT,2008,38.07
Portugal,PRT,2009,37.47
Portugal,PRT,2010,37.96
Portugal,PRT,2011,38.31
Portugal,PRT,2012,36.67
Portugal,PRT,2013,37.28
Portugal,PRT,2014,37.34
Portugal,PRT,2015,37.06
Portugal,PRT,2016,37.37
Portugal,PRT,2017,37.79
Portugal,PRT,2022,34.61
Portugal,PRT,2023,35.06
Puerto Rico,PRI,1980,55.94
Puerto Rico,PRI,1981,55.93
Puerto Rico,PRI,1982,55.93
Puerto Rico,PRI,1983,55.93
Puerto Rico,PRI,1984,55.92
Puerto Rico,PRI,1985,55.92
Puerto Rico,PRI,1986,55.92
Puerto Rico,PRI,1987,55.91
Puerto Rico,PRI,1988,55.91
Puerto Rico,PRI,1989,55.92
Puerto Rico,PRI,1990,55.92
Puerto Rico,PRI,1991,55.8
Puerto Rico,PRI,1992,55.7
Puerto Rico,PRI,1993,55.6
Puerto Rico,PRI,1994,55.5
Puerto Rico,PRI,1995,55.4
Puerto Rico,PRI,1996,55.31
Puerto Rico,PRI,1997,55.21
Puerto Rico,PRI,1998,55.12
Puerto Rico,PRI,1999,55.03
Puerto Rico,PRI,2000,54.94
Puerto Rico,PRI,2001,54.77
Puerto Rico,PRI,2002,54.6
Puerto Rico,PRI,2003,54.45
Puerto Rico,PRI,2004,54.3
Puerto Rico,PRI,2005,54.16
Puerto Rico,PRI,2006,54.03
Puerto Rico,PRI,2007,53.9
Puerto Rico,PRI,2008,53.78
Puerto Rico,PRI,2009,53.66
Puerto Rico,PRI,2010,53.55
Puerto Rico,PRI,2011,53.03
Puerto Rico,PRI,2012,52.52
Puerto Rico,PRI,2013,52
Puerto Rico,PRI,2014,51.5
Puerto Rico,PRI,2015,50.99
Puerto Rico,PRI,2016,50.49
Puerto Rico,PRI,2017,49.99
Puerto Rico,PRI,2018,49.5
Puerto Rico,PRI,2019,49.01
Puerto Rico,PRI,2020,48.57
Puerto Rico,PRI,2021,48.57
Puerto Rico,PRI,2022,48.57
Puerto Rico,PRI,2023,48.57
Qatar,QAT,2007,55.85
Qatar,QAT,2012,57.29
Qatar,QAT,2022,56.9
Qatar,QAT,2023,56.29
Romania,ROU,1980,26.02
Romania,ROU,1981,26.02
Romania,ROU,1982,26.02
Romania,ROU,1983,26.02
Romania,ROU,1984,26.02
Romania,ROU,1985,26.02
Romania,ROU,1986,26.02
Romania,ROU,1987,26.02
Romania,ROU,1988,26.02
Romania,ROU,1989,26.02
Romania,ROU,1990,26.2
Romania,ROU,1991,26.81
Romania,ROU,1992,27.52
Romania,ROU,1993,29.5
Romania,ROU,1994,31.55
Romania,ROU,1995,36.61
Romania,ROU,1996,37.61
Romania,ROU,1997,37.51
Romania,ROU,1998,36.29
Romania,ROU,1999,37.54
Romania,ROU,2000,37.91
Romania,ROU,2001,36.23
Romania,ROU,2002,37.61
Romania,ROU,2003,40.61
Romania,ROU,2004,40.89
Romania,ROU,2005,41.09
Romania,ROU,2006,42.64
Romania,ROU,2007,46.02
Romania,ROU,2008,43.21
Romania,ROU,2009,42.19
Romania,ROU,2010,40.14
Romania,ROU,2011,40.17
Romania,ROU,2012,42.29
Romania,ROU,2013,41.03
Romania,ROU,2014,42.89
Romania,ROU,2015,43.33
Romania,ROU,2016,38.64
Romania,ROU,2017,38.91
Romania,ROU,2018,40.51
Romania,ROU,2022,40.37
Romania,ROU,2023,41.16
Russia,RUS,1905,46.88
Russia,RUS,1910,46.88
Russia,RUS,1920,23.5
Russia,RUS,1928,22.46
Russia,RUS,1930,23.5
Russia,RUS,1934,24.73
Russia,RUS,1940,25.7
Russia,RUS,1950,26.6
Russia,RUS,1956,25.64
Russia,RUS,1959,26.2
Russia,RUS,1960,26.7
Russia,RUS,1961,25.94
Russia,RUS,1964,24.71
Russia,RUS,1966,25.59
Russia,RUS,1968,21.66
Russia,RUS,1970,24.6
Russia,RUS,1972,22.07
Russia,RUS,1976,21.94
Russia,RUS,1980,21.08
Russia,RUS,1981,21.38
Russia,RUS,1982,21.67
Russia,RUS,1983,22.12
Russia,RUS,1984,22.57
Russia,RUS,1985,22.75
Russia,RUS,1986,23.22
Russia,RUS,1987,22.76
Russia,RUS,1988,22.72
Russia,RUS,1989,24.01
Russia,RUS,1990,25.66
Russia,RUS,1991,26.46
Russia,RUS,1992,32.94
Russia,RUS,1993,35.19
Russia,RUS,1994,40.57
Russia,RUS,1995,43.02
Russia,RUS,1996,48.92
Russia,RUS,1997,45.85
Russia,RUS,1998,43.61
Russia,RUS,1999,48.07
Russia,RUS,2000,49.65
Russia,RUS,2001,51.33
Russia,RUS,2002,49.33
Russia,RUS,2003,48.88
Russia,RUS,2004,48.7
Russia,RUS,2005,51.92
Russia,RUS,2006,50.45
Russia,RUS,2007,49.14
Russia,RUS,2008,52.74
Russia,RUS,2009,49.84
Russia,RUS,2010,45.57
Russia,RUS,2011,50.66
Russia,RUS,2012,47.67
Russia,RUS,2013,50.81
Russia,RUS,2014,45.28
Russia,RUS,2015,45.57
Russia,RUS,2016,45.66
Russia,RUS,2017,45.8
Russia,RUS,2022,51.41
Russia,RUS,2023,51.41
Russia and Central Asia (WID),,1820,44.12
Russia and Central Asia (WID),,1850,44.59
Russia and Central Asia (WID),,1880,45.52
Russia and Central Asia (WID),,1900,46.93
Russia and Central Asia (WID),,1910,46.93
Russia and Central Asia (WID),,1920,24.19
Russia and Central Asia (WID),,1930,23.59
Russia and Central Asia (WID),,1940,25.76
Russia and Central Asia (WID),,1950,26.63
Russia and Central Asia (WID),,1960,26.71
Russia and Central Asia (WID),,1970,24.75
Russia and Central Asia (WID),,1980,28.58
Russia and Central Asia (WID),,1981,28.9
Russia and Central Asia (WID),,1982,28.86
Russia and Central Asia (WID),,1983,29.28
Russia and Central Asia (WID),,1984,29.59
Russia and Central Asia (WID),,1985,29.73
Russia and Central Asia (WID),,1986,29.9
Russia and Central Asia (WID),,1987,29.79
Russia and Central Asia (WID),,1988,29.77
Russia and Central Asia (WID),,1989,31.01
Russia and Central Asia (WID),,1990,31.4
Russia and Central Asia (WID),,1991,31.94
Russia and Central Asia (WID),,1992,36.35
Russia and Central Asia (WID),,1993,38.5
Russia and Central Asia (WID),,1994,43.92
Russia and Central Asia (WID),,1995,46.63
Russia and Central Asia (WID),,1996,50.95
Russia and Central Asia (WID),,1997,48.48
Russia and Central Asia (WID),,1998,45.78
Russia and Central Asia (WID),,1999,49.65
Russia and Central Asia (WID),,2000,51.66
Russia and Central Asia (WID),,2001,52.7
Russia and Central Asia (WID),,2002,51.19
Russia and Central Asia (WID),,2003,50.74
Russia and Central Asia (WID),,2004,50.4
Russia and Central Asia (WID),,2005,52.07
Russia and Central Asia (WID),,2006,51.97
Russia and Central Asia (WID),,2007,51.34
Russia and Central Asia (WID),,2008,52.47
Russia and Central Asia (WID),,2009,50.27
Russia and Central Asia (WID),,2010,47.03
Russia and Central Asia (WID),,2011,50.35
Russia and Central Asia (WID),,2012,47.99
Russia and Central Asia (WID),,2013,50.73
Russia and Central Asia (WID),,2014,46.52
Russia and Central Asia (WID),,2015,46.31
Russia and Central Asia (WID),,2016,46.63
Russia and Central Asia (WID),,2017,46.56
Russia and Central Asia (WID),,2018,46.93
Russia and Central Asia (WID),,2019,47.07
Russia and Central Asia (WID),,2020,51.25
Russia and Central Asia (WID),,2021,51.02
Russia and Central Asia (WID),,2022,51.38
Russia and Central Asia (WID),,2023,50.87
Rwanda,RWA,1984,59.35
Rwanda,RWA,2000,59.41
Rwanda,RWA,2005,62.36
Rwanda,RWA,2010,58.38
Rwanda,RWA,2013,56.37
Rwanda,RWA,2016,53.36
Rwanda,RWA,2022,53.36
Rwanda,RWA,2023,53.36
Saint Kitts and Nevis,KNA,1980,55.94
Saint Kitts and Nevis,KNA,1981,55.93
Saint Kitts and Nevis,KNA,1982,55.93
Saint Kitts and Nevis,KNA,1983,55.93
Saint Kitts and Nevis,KNA,1984,55.92
Saint Kitts and Nevis,KNA,1985,55.92
Saint Kitts and Nevis,KNA,1986,55.92
Saint Kitts and Nevis,KNA,1987,55.91
Saint Kitts and Nevis,KNA,1988,55.91
Saint Kitts and Nevis,KNA,1989,55.92
Saint Kitts and Nevis,KNA,1990,55.92
Saint Kitts and Nevis,KNA,1991,55.8
Saint Kitts and Nevis,KNA,1992,55.7
Saint Kitts and Nevis,KNA,1993,55.6
Saint Kitts and Nevis,KNA,1994,55.5
Saint Kitts and Nevis,KNA,1995,55.4
Saint Kitts and Nevis,KNA,1996,55.31
Saint Kitts and Nevis,KNA,1997,55.21
Saint Kitts and Nevis,KNA,1998,55.12
Saint Kitts and Nevis,KNA,1999,55.03
Saint Kitts and Nevis,KNA,2000,54.94
Saint Kitts and Nevis,KNA,2001,54.77
Saint Kitts and Nevis,KNA,2002,54.6
Saint Kitts and Nevis,KNA,2003,54.45
Saint Kitts and Nevis,KNA,2004,54.3
Saint Kitts and Nevis,KNA,2005,54.16
Saint Kitts and Nevis,KNA,2006,54.03
Saint Kitts and Nevis,KNA,2007,53.9
Saint Kitts and Nevis,KNA,2008,53.78
Saint Kitts and Nevis,KNA,2009,53.66
Saint Kitts and Nevis,KNA,2010,53.55
Saint Kitts and Nevis,KNA,2011,53.03
Saint Kitts and Nevis,KNA,2012,52.52
Saint Kitts and Nevis,KNA,2013,52
Saint Kitts and Nevis,KNA,2014,51.5
Saint Kitts and Nevis,KNA,2015,50.99
Saint Kitts and Nevis,KNA,2016,50.49
Saint Kitts and Nevis,KNA,2017,49.99
Saint Kitts and Nevis,KNA,2018,49.5
Saint Kitts and Nevis,KNA,2019,49.01
Saint Kitts and Nevis,KNA,2020,48.57
Saint Kitts and Nevis,KNA,2021,48.57
Saint Kitts and Nevis,KNA,2022,48.57
Saint Kitts and Nevis,KNA,2023,48.57
Saint Lucia,LCA,1980,55.94
Saint Lucia,LCA,1981,55.93
Saint Lucia,LCA,1982,55.93
Saint Lucia,LCA,1983,55.93
Saint Lucia,LCA,1984,55.92
Saint Lucia,LCA,1985,55.92
Saint Lucia,LCA,1986,55.92
Saint Lucia,LCA,1987,55.91
Saint Lucia,LCA,1988,55.91
Saint Lucia,LCA,1989,55.92
Saint Lucia,LCA,1990,55.92
Saint Lucia,LCA,1991,55.8
Saint Lucia,LCA,1992,55.7
Saint Lucia,LCA,1993,55.6
Saint Lucia,LCA,1994,55.5
Saint Lucia,LCA,1995,55.4
Saint Lucia,LCA,1996,55.31
Saint Lucia,LCA,1997,55.21
Saint Lucia,LCA,1998,55.12
Saint Lucia,LCA,1999,55.03
Saint Lucia,LCA,2000,54.94
Saint Lucia,LCA,2001,54.77
Saint Lucia,LCA,2002,54.6
Saint Lucia,LCA,2003,54.45
Saint Lucia,LCA,2004,54.3
Saint Lucia,LCA,2005,54.16
Saint Lucia,LCA,2006,54.03
Saint Lucia,LCA,2007,53.9
Saint Lucia,LCA,2008,53.78
Saint Lucia,LCA,2009,53.66
Saint Lucia,LCA,2010,53.55
Saint Lucia,LCA,2011,53.03
Saint Lucia,LCA,2012,52.52
Saint Lucia,LCA,2013,52
Saint Lucia,LCA,2014,51.5
Saint Lucia,LCA,2015,50.99
Saint Lucia,LCA,2016,50.49
Saint Lucia,LCA,2017,49.99
Saint Lucia,LCA,2018,49.5
Saint Lucia,LCA,2019,49.01
Saint Lucia,LCA,2020,48.57
Saint Lucia,LCA,2021,48.57
Saint Lucia,LCA,2022,48.57
Saint Lucia,LCA,2023,48.57
Saint Vincent and the Grenadines,VCT,1980,55.94
Saint Vincent and the Grenadines,VCT,1981,55.93
Saint Vincent and the Grenadines,VCT,1982,55.93
Saint Vincent and the Grenadines,VCT,1983,55.93
Saint Vincent and the Grenadines,VCT,1984,55.92
Saint Vincent and the Grenadines,VCT,1985,55.92
Saint Vincent and the Grenadines,VCT,1986,55.92
Saint Vincent and the Grenadines,VCT,1987,55.91
Saint Vincent and the Grenadines,VCT,1988,55.91
Saint Vincent and the Grenadines,VCT,1989,55.92
Saint Vincent and the Grenadines,VCT,1990,55.92
Saint Vincent and the Grenadines,VCT,1991,55.8
Saint Vincent and the Grenadines,VCT,1992,55.7
Saint Vincent and the Grenadines,VCT,1993,55.6
Saint Vincent and the Grenadines,VCT,1994,55.5
Saint Vincent and the Grenadines,VCT,1995,55.4
Saint Vincent and the Grenadines,VCT,1996,55.31
Saint Vincent and the Grenadines,VCT,1997,55.21
Saint Vincent and the Grenadines,VCT,1998,55.12
Saint Vincent and the Grenadines,VCT,1999,55.03
Saint Vincent and the Grenadines,VCT,2000,54.94
Saint Vincent and the Grenadines,VCT,2001,54.77
Saint Vincent and the Grenadines,VCT,2002,54.6
Saint Vincent and the Grenadines,VCT,2003,54.45
Saint Vincent and the Grenadines,VCT,2004,54.3
Saint Vincent and the Grenadines,VCT,2005,54.16
Saint Vincent and the Grenadines,VCT,2006,54.03
Saint Vincent and the Grenadines,VCT,2007,53.9
Saint Vincent and the Grenadines,VCT,2008,53.78
Saint Vincent and the Grenadines,VCT,2009,53.66
Saint Vincent and the Grenadines,VCT,2010,53.55
Saint Vincent and the Grenadines,VCT,2011,53.03
Saint Vincent and the Grenadines,VCT,2012,52.52
Saint Vincent and the Grenadines,VCT,2013,52
Saint Vincent and the Grenadines,VCT,2014,51.5
Saint Vincent and the Grenadines,VCT,2015,50.99
Saint Vincent and the Grenadines,VCT,2016,50.49
Saint Vincent and the Grenadines,VCT,2017,49.99
Saint Vincent and the Grenadines,VCT,2018,49.5
Saint Vincent and the Grenadines,VCT,2019,49.01
Saint Vincent and the Grenadines,VCT,2020,48.57
Saint Vincent and the Grenadines,VCT,2021,48.57
Saint Vincent and the Grenadines,VCT,2022,48.57
Saint Vincent and the Grenadines,VCT,2023,48.57
Samoa,WSM,1980,35.17
Samoa,WSM,1981,35.26
Samoa,WSM,1982,35.35
Samoa,WSM,1983,35.45
Samoa,WSM,1984,35.54
Samoa,WSM,1985,35.64
Samoa,WSM,1986,35.74
Samoa,WSM,1987,35.84
Samoa,WSM,1988,35.95
Samoa,WSM,1989,36.05
Samoa,WSM,1990,36.16
Samoa,WSM,1991,36.47
Samoa,WSM,1992,36.78
Samoa,WSM,1993,37.07
Samoa,WSM,1994,37.35
Samoa,WSM,1995,37.63
Samoa,WSM,1996,37.89
Samoa,WSM,1997,38.15
Samoa,WSM,1998,38.4
Samoa,WSM,1999,38.64
Samoa,WSM,2000,38.88
Samoa,WSM,2001,39.76
Samoa,WSM,2002,40.61
Samoa,WSM,2003,41.45
Samoa,WSM,2004,42.27
Samoa,WSM,2005,43.07
Samoa,WSM,2006,43.85
Samoa,WSM,2007,44.62
Samoa,WSM,2008,45.36
Samoa,WSM,2009,46.09
Samoa,WSM,2010,46.81
Samoa,WSM,2011,47.01
Samoa,WSM,2012,47.19
Samoa,WSM,2013,47.37
Samoa,WSM,2014,47.54
Samoa,WSM,2015,47.7
Samoa,WSM,2016,47.86
Samoa,WSM,2017,48
Samoa,WSM,2018,48.15
Samoa,WSM,2019,48.28
Samoa,WSM,2020,48.41
Samoa,WSM,2021,48.41
Samoa,WSM,2022,48.41
Samoa,WSM,2023,48.41
San Marino,SMR,1980,32.22
San Marino,SMR,1981,32.22
San Marino,SMR,1982,32.18
San Marino,SMR,1983,32.3
San Marino,SMR,1984,32.66
San Marino,SMR,1985,32.87
San Marino,SMR,1986,32.52
San Marino,SMR,1987,32.5
San Marino,SMR,1988,32.44
San Marino,SMR,1989,32.6
San Marino,SMR,1990,32.5
San Marino,SMR,1991,32.3
San Marino,SMR,1992,33.2
San Marino,SMR,1993,33.45
San Marino,SMR,1994,34.17
San Marino,SMR,1995,33.86
San Marino,SMR,1996,34.03
San Marino,SMR,1997,34.81
San Marino,SMR,1998,34.95
San Marino,SMR,1999,34.99
San Marino,SMR,2000,35.57
San Marino,SMR,2001,35.11
San Marino,SMR,2002,34.61
San Marino,SMR,2003,34.76
San Marino,SMR,2004,35.04
San Marino,SMR,2005,35.28
San Marino,SMR,2006,35.98
San Marino,SMR,2007,36.07
San Marino,SMR,2008,34.24
San Marino,SMR,2009,33.48
San Marino,SMR,2010,35.14
San Marino,SMR,2011,35.06
San Marino,SMR,2012,34.4
San Marino,SMR,2013,34.63
San Marino,SMR,2014,35.09
San Marino,SMR,2015,34.99
San Marino,SMR,2016,35.13
San Marino,SMR,2017,35.28
San Marino,SMR,2018,35.25
San Marino,SMR,2019,35.02
San Marino,SMR,2020,34.86
San Marino,SMR,2021,35.53
San Marino,SMR,2022,35.67
San Marino,SMR,2023,35.67
Sao Tome and Principe,STP,2000,38.99
Sao Tome and Principe,STP,2010,38.66
Sao Tome and Principe,STP,2022,49.99
Sao Tome and Principe,STP,2023,49.99
Saudi Arabia,SAU,2022,54.96
Saudi Arabia,SAU,2023,54.7
Senegal,SEN,1991,51.11
Senegal,SEN,1994,51.11
Senegal,SEN,2001,51.11
Senegal,SEN,2005,46.2
Senegal,SEN,2011,47.18
Senegal,SEN,2022,45.03
Senegal,SEN,2023,45.03
Serbia,SRB,1984,39.15
Serbia,SRB,1985,38.7
Serbia,SRB,1986,39.33
Serbia,SRB,1987,38.58
Serbia,SRB,1988,38.98
Serbia,SRB,1989,38.51
Serbia,SRB,1998,38.87
Serbia,SRB,1999,38.73
Serbia,SRB,2000,39.06
Serbia,SRB,2013,41.71
Serbia,SRB,2014,42.9
Serbia,SRB,2015,42.59
Serbia,SRB,2016,45.98
Serbia,SRB,2017,39.4
Serbia,SRB,2018,37.74
Serbia,SRB,2022,37.1
Serbia,SRB,2023,36.83
